order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
f50e1a65,1,5552af64,fb7e1c47,2026-05-23 19:05:05.632428,352.9980330058572,39.55680052842329
6aa8b03f,1,b9745c32,3b78784c,2026-05-23 19:05:05.633250,162.61748386634693,11.63783409339985
ddcabc46,1,cf112ebc,586281b8,2026-05-23 19:05:05.633284,187.05271666567808,14.80545928388936
ddcabc46,2,ba991e10,45460435,2026-05-23 19:05:05.633310,400.3841602606934,22.29469383168559
06e6cfea,1,7ba033d5,9b360271,2026-05-23 19:05:05.633343,390.1240265041797,25.83723063344964
8b61a660,1,09e1dc5f,08d65812,2026-05-23 19:05:05.633376,464.2687058471996,41.019051831900676
dc6a043e,1,1719139b,180aa0cd,2026-05-23 19:05:05.633408,151.6133424167799,48.50673916279028
048afc34,1,f0fa7368,a9b0059e,2026-05-23 19:05:05.633440,76.17285109685339,21.38686720315104
048afc34,2,bbe309dd,33e748b3,2026-05-23 19:05:05.633467,436.2294217189379,48.4740556268035
d63c9669,1,c46d0109,1b864e2e,2026-05-23 19:05:05.633499,88.31937254288812,8.331276936798998
7556672c,1,ca3f9970,66e13682,2026-05-23 19:05:05.633531,426.122291712369,19.517263288479672
695383c8,1,17b55e93,fb7e1c47,2026-05-23 19:05:05.633562,429.11784098949994,13.747825224099664
e1827d76,1,3efb1588,b4998c55,2026-05-23 19:05:05.633596,316.85734640872965,26.493698325777643
59821fcc,1,c3e52a1d,45460435,2026-05-23 19:05:05.633625,222.19541784510818,43.48244853924115
18a33b43,1,74cee2e1,62cdfa79,2026-05-23 19:05:05.633655,334.55820026765906,20.674416980494804
32c8e55e,1,30592970,2e90d858,2026-05-23 19:05:05.633684,23.691697269109717,19.034933143487812
32c8e55e,2,0b1f8d64,45460435,2026-05-23 19:05:05.633707,251.49638388197846,41.98106537411938
2359ce5e,1,e33d6924,2e90d858,2026-05-23 19:05:05.633736,358.1909101215629,10.63680482096894
8cf78fd6,1,30592970,9bfa8093,2026-05-23 19:05:05.633764,88.50295266949092,22.66301147070047
ba42299c,1,0b502c6a,08d65812,2026-05-23 19:05:05.633793,93.58800553017315,19.41839712735109
61a3833b,1,579f8f38,dc8f6fd7,2026-05-23 19:05:05.633822,109.89108240991143,20.636192772613654
18890578,1,6dc89fae,bf313c0e,2026-05-23 19:05:05.633851,143.16916869246566,39.75576895009595
7b369b2b,1,b9745c32,1b864e2e,2026-05-23 19:05:05.633879,320.95946971133964,30.61595767094408
c181c6da,1,b2ed138c,95784c07,2026-05-23 19:05:05.633908,116.33674024369881,23.256928799705864
b6b6a686,1,0e7cc150,586281b8,2026-05-23 19:05:05.633937,433.0991298771536,5.764146142558884
33680eb7,1,efaf5996,1b864e2e,2026-05-23 19:05:05.633966,390.2351378875472,33.28043912906218
6672575d,1,2e74541a,fb7e1c47,2026-05-23 19:05:05.633994,174.37217409259435,38.45391164963898
742663e5,1,6fea26cd,9b360271,2026-05-23 19:05:05.634023,312.1404872808299,46.07993944266129
9b56e087,1,8b9e19ff,62cdfa79,2026-05-23 19:05:05.634051,168.95424556193805,25.97841161784165
3f61583e,1,a7664c7d,fb7e1c47,2026-05-23 19:05:05.634080,116.86054189178262,9.098634774680677
c25b4502,1,46c15051,63b5cfb8,2026-05-23 19:05:05.634109,162.02722853023752,26.913279516698168
c25b4502,2,b80eb1a1,9644a854,2026-05-23 19:05:05.634131,455.3178841655571,17.920444769250572
cce6bd69,1,e34a8487,9ea3a409,2026-05-23 19:05:05.634161,440.84715559297894,25.40635042643964
ca8c202f,1,662fc2a5,c739947b,2026-05-23 19:05:05.634193,261.3801569489705,16.594303659126215
2209c646,1,97cfd068,249a652c,2026-05-23 19:05:05.634221,151.84348520232678,45.18989944474454
2209c646,2,ca3f9970,30eaa364,2026-05-23 19:05:05.634244,308.0403737140016,34.32620171730392
2209c646,3,df410c8f,3b78784c,2026-05-23 19:05:05.634267,470.1637048214272,17.21762803835963
9c099ccd,1,b1e2187e,62cdfa79,2026-05-23 19:05:05.634295,133.4258609949062,37.98821165753832
0ba049cb,1,35c5b2f8,63b5cfb8,2026-05-23 19:05:05.634325,153.69950516743154,14.172011620848433
c1791551,1,ec774cd8,bf313c0e,2026-05-23 19:05:05.634353,217.6969500802424,40.71685247095969
c1791551,2,84b3928b,66e13682,2026-05-23 19:05:05.634376,232.02842740748915,16.24507290070511
75843185,1,b8caf64c,180aa0cd,2026-05-23 19:05:05.634404,465.5742082814855,11.764223110534875
d10e68c3,1,84b3928b,b40b18bf,2026-05-23 19:05:05.634433,109.28299180808578,23.107052220654705
d10e68c3,2,b3824fcb,9644a854,2026-05-23 19:05:05.634456,85.27695240120673,15.761992951875131
e0828aea,1,aa3475ce,aa58e7b1,2026-05-23 19:05:05.634484,486.81900212858756,5.224930415945456
e0828aea,2,ae2bd5d6,63b5cfb8,2026-05-23 19:05:05.634507,312.6744112990772,31.09089923262113
5df4921c,1,4f66b683,9bfa8093,2026-05-23 19:05:05.634536,449.59610111455254,30.85305823338543
28699244,1,0b502c6a,ce20adb3,2026-05-23 19:05:05.634565,40.4010896064804,16.680438913328306
d48eb311,1,457cb1c2,9644a854,2026-05-23 19:05:05.634593,122.94048551749654,33.511016042373804
513ec267,1,2f8dbd79,2e90d858,2026-05-23 19:05:05.634621,470.12313388863333,34.537171865643074
513ec267,2,79a54c6a,2e90d858,2026-05-23 19:05:05.634644,201.15316885486993,10.015720109343075
fcd5c321,1,cae0b89b,f3ab5934,2026-05-23 19:05:05.634673,70.84277819621148,6.269388423528237
345efede,1,140ca47e,16597aea,2026-05-23 19:05:05.634702,179.98919248978063,21.93977015589661
345efede,2,6bbc7021,9644a854,2026-05-23 19:05:05.634724,95.80012449284852,19.01531182191215
345efede,3,33245b0c,0cd9ed1f,2026-05-23 19:05:05.634747,188.15952818622557,47.957023122539645
7ef88430,1,2082d9d2,b4998c55,2026-05-23 19:05:05.634775,310.18820369206975,21.288287130311673
8f418582,1,daca70db,894b8626,2026-05-23 19:05:05.634803,317.6386485982114,26.916925746335306
d0bdcb94,1,b2e5ceac,ce20adb3,2026-05-23 19:05:05.634832,72.35681340803981,34.80844335587492
eaedb291,1,0e7cc150,249a652c,2026-05-23 19:05:05.634860,328.5585790033295,16.556441024889498
0dadb101,1,140ca47e,da9dd43e,2026-05-23 19:05:05.634888,260.0188284898949,48.94000155461442
a583b105,1,efe58b44,1b864e2e,2026-05-23 19:05:05.634917,347.47729348757554,16.054740511507443
8962abc7,1,abb4e8a1,9644a854,2026-05-23 19:05:05.634945,467.53069354352164,31.880994364884888
8962abc7,2,662fc2a5,62cdfa79,2026-05-23 19:05:05.634968,177.8980470474314,11.122729272890146
8962abc7,3,89f60b65,95784c07,2026-05-23 19:05:05.634990,492.92034785395987,29.58702469547052
dbb93357,1,ffe98fb2,1b864e2e,2026-05-23 19:05:05.635019,181.28059886404841,23.554454509590563
069a859d,1,03b8d8ba,5e6a3159,2026-05-23 19:05:05.635048,142.01770140315494,26.189996032750503
ca98f587,1,b521971e,7ed1bfe7,2026-05-23 19:05:05.635076,266.18885999656567,11.497086651457627
29595742,1,daca70db,b40b18bf,2026-05-23 19:05:05.635105,133.73475730157108,43.22653004681172
37acd485,1,dbf83b6b,fb7e1c47,2026-05-23 19:05:05.635133,243.355229634009,44.42337869473423
3a7b3505,1,15719040,bf313c0e,2026-05-23 19:05:05.635162,333.5183211051743,21.091139091301347
12612168,1,15854b16,ce20adb3,2026-05-23 19:05:05.635190,414.0605053455345,48.56168851272617
5fa74aea,1,d400d501,9bfa8093,2026-05-23 19:05:05.635219,346.5903339948828,5.355150170362293
b274794b,1,179bd7d2,3a9e1e22,2026-05-23 19:05:05.635247,55.728954894702945,18.73317534291789
21c5fd8f,1,af8f94ee,45460435,2026-05-23 19:05:05.635275,97.47337370531206,30.24058646461326
21c5fd8f,2,cd775c56,fb7e1c47,2026-05-23 19:05:05.635297,237.1427314556544,46.611507121879804
21c5fd8f,3,e0639b9b,110c0782,2026-05-23 19:05:05.635320,386.97292912733303,17.13062442962044
3b483a41,1,f913184c,97b111d7,2026-05-23 19:05:05.635348,65.51253207778785,10.686165123749719
bb608886,1,3efb1588,3a9e1e22,2026-05-23 19:05:05.635377,314.4361767368079,35.70324909319904
a8514833,1,abb42609,180aa0cd,2026-05-23 19:05:05.635405,279.756146337854,9.69323396601742
16bdec90,1,579f8f38,33e748b3,2026-05-23 19:05:05.635433,499.6017640702788,24.592291781711218
16bdec90,2,8f8402ce,5e02fca9,2026-05-23 19:05:05.635455,64.58379271831222,12.849454445531553
4cd1481c,1,1efe4014,15627973,2026-05-23 19:05:05.635484,78.14720787867958,33.01813327595927
ecd13118,1,84b3928b,9bfa8093,2026-05-23 19:05:05.635512,330.8338937560632,48.14941466863836
c1948836,1,1e9afbc6,15627973,2026-05-23 19:05:05.635540,236.34742562758595,42.93341320010532
c1948836,2,49052402,62cdfa79,2026-05-23 19:05:05.635562,305.41656948370377,31.019705661786702
c1948836,3,26e11775,30eaa364,2026-05-23 19:05:05.635584,418.2918278835646,47.43005276010617
9f938177,1,531f5fa7,bd830d4e,2026-05-23 19:05:05.635613,260.9905902419575,37.54058138748777
3b9b0ad9,1,c3733ff1,ce20adb3,2026-05-23 19:05:05.635642,50.669767327684795,47.71643584175552
7d26e5c5,1,f7a0c352,2b1a9a37,2026-05-23 19:05:05.635670,268.21768868068483,15.334974665898853
3f5d107c,1,4b3a0747,ac8fa3d8,2026-05-23 19:05:05.635698,394.3325879269538,29.37623418657377
c3446e04,1,8cb7dee8,b40b18bf,2026-05-23 19:05:05.635726,191.6458849470443,21.08613163110881
6d4cb94e,1,97a673c8,16597aea,2026-05-23 19:05:05.635754,350.3036868767533,33.57074919126007
00633816,1,0481a318,dc8f6fd7,2026-05-23 19:05:05.635782,247.26296053009673,20.93623500321425
55bef913,1,eb354476,ea1be9b6,2026-05-23 19:05:05.635811,442.96967668920905,25.85866590947489
88d3e96c,1,0db1a5ea,2e90d858,2026-05-23 19:05:05.635839,478.78974443546736,36.52264262433672
88d3e96c,2,0b5b7698,c739947b,2026-05-23 19:05:05.635862,210.66564712053506,46.19159812804135
2675bf0f,1,0d5d2bc4,95784c07,2026-05-23 19:05:05.635890,367.8042559334174,20.908345505001645
c423da30,1,b7e09b7b,30eaa364,2026-05-23 19:05:05.635918,368.3343698023134,14.805775965943916
ead86d2d,1,49052402,97b111d7,2026-05-23 19:05:05.635946,242.1087265634439,14.872899581837512
11f5f248,1,c14c2565,586281b8,2026-05-23 19:05:05.635975,358.5838664002392,22.052300528524256
bc3ecc1e,1,55038fe2,7ed1bfe7,2026-05-23 19:05:05.636003,254.10649432695928,31.96935363272581
e49874be,1,6096faed,2b1a9a37,2026-05-23 19:05:05.636031,370.8112979910136,39.3026758060036
40bfbaa9,1,77bc82f2,2b1a9a37,2026-05-23 19:05:05.636071,459.6624156340476,6.232254085292054
0c2e3fcc,1,1bff1a8c,ce20adb3,2026-05-23 19:05:05.636119,445.3316887231016,24.834209011346324
0c2e3fcc,2,d554f362,45460435,2026-05-23 19:05:05.636150,25.37149469896173,7.359865132990183
0c2e3fcc,3,c9610a20,1b864e2e,2026-05-23 19:05:05.636176,470.0674915647227,15.098012001193592
84f4d63d,1,b9745c32,99c13bee,2026-05-23 19:05:05.636212,219.31542501378868,36.502046356077905
17ef4972,1,75fd4c10,3a9e1e22,2026-05-23 19:05:05.636245,81.31197532493792,26.255617396784533
17ef4972,2,4589144e,dc8f6fd7,2026-05-23 19:05:05.636270,486.262023323845,15.25616334738092
17ef4972,3,e2d2b752,15627973,2026-05-23 19:05:05.636296,455.85535310943413,38.06786708834289
6055ec00,1,1efe4014,16597aea,2026-05-23 19:05:05.636328,123.2461041505968,39.187708673570754
6055ec00,2,b4ae0a98,9bfa8093,2026-05-23 19:05:05.636353,412.5597337959075,32.070054310007365
6055ec00,3,daca70db,ce20adb3,2026-05-23 19:05:05.636378,480.8155786251576,7.286679906095987
6ad93a30,1,b064749a,3d8cbaaa,2026-05-23 19:05:05.636410,442.1568919741516,41.65003140332254
d895f979,1,eaf09bf2,586281b8,2026-05-23 19:05:05.636446,143.1504893895779,6.129798777732979
d895f979,2,428e3978,da9dd43e,2026-05-23 19:05:05.636471,216.14228103020724,18.171526934509462
d895f979,3,0f022a88,b4998c55,2026-05-23 19:05:05.636495,313.3715941723522,35.758841178359134
bf62fa24,1,34734614,bd830d4e,2026-05-23 19:05:05.636527,166.80502741503668,13.957380660411433
bcbfbca8,1,ae2bd5d6,08d65812,2026-05-23 19:05:05.636559,499.39976559659203,34.16771386315958
e0953f95,1,9b481bfa,9644a854,2026-05-23 19:05:05.636590,47.69921418332471,8.47818673313382
6f934745,1,343bb9d6,dc8f6fd7,2026-05-23 19:05:05.636622,445.51326524539627,11.19807201077018
6f934745,2,91fb2ced,0cd9ed1f,2026-05-23 19:05:05.636647,411.41902603308677,35.557089085255626
c70ebe51,1,d06b3a63,45460435,2026-05-23 19:05:05.636678,301.8157829208643,5.745986225851469
07c6b1e0,1,a5d3f66d,7ed1bfe7,2026-05-23 19:05:05.636710,484.21688408606474,31.222812166263964
9c8fbcb3,1,732fef27,3d8cbaaa,2026-05-23 19:05:05.636738,408.80753567541814,23.6652107587355
9c8fbcb3,2,0deada69,b40b18bf,2026-05-23 19:05:05.636761,385.39769714635173,39.29049939268764
a83c85b4,1,2ff7eef7,0cd9ed1f,2026-05-23 19:05:05.636789,89.72827900502138,19.51451338035777
a83c85b4,2,4555ffbd,45460435,2026-05-23 19:05:05.636811,80.79334674070165,40.46175385015163
a83c85b4,3,732fef27,9b360271,2026-05-23 19:05:05.636834,199.81330605497888,16.25680594541474
6c69317d,1,03715a61,2b1a9a37,2026-05-23 19:05:05.636872,42.92730039188646,45.501708496961136
6c69317d,2,e256942c,ce20adb3,2026-05-23 19:05:05.636894,179.96910861761359,33.888999285112014
6c69317d,3,c46d0109,fb7e1c47,2026-05-23 19:05:05.636917,370.18285836507283,36.207827288788614
3992af2a,1,f55f8f48,67491841,2026-05-23 19:05:05.636946,73.23834954886253,8.619146742792324
e66a3b97,1,677465c8,249a652c,2026-05-23 19:05:05.636975,151.1534072394,45.28485119060123
7dc97883,1,4c492c77,16597aea,2026-05-23 19:05:05.637004,436.2934963516991,18.392255575898382
7dc97883,2,e2d2b752,3b2bdf38,2026-05-23 19:05:05.637026,169.63426845239945,8.873647390528303
db69d99b,1,e91e0df6,110c0782,2026-05-23 19:05:05.637055,118.90829919383765,25.28386823831225
db69d99b,2,ce0b5c90,ce20adb3,2026-05-23 19:05:05.637078,457.32753766815557,46.536646868424796
02b6572c,1,3eb38518,ac8fa3d8,2026-05-23 19:05:05.637106,55.85703723009317,8.979751739155903
02b6572c,2,89cf41e1,66e13682,2026-05-23 19:05:05.637129,440.3968867794701,24.547876213154797
f8e09b7f,1,d9ea54ef,45460435,2026-05-23 19:05:05.637157,470.35429739362576,29.030318466589836
be235429,1,7b72f050,16597aea,2026-05-23 19:05:05.637186,367.5523910708968,41.1178933602964
7ec0bdba,1,526da5b1,67491841,2026-05-23 19:05:05.637215,346.6257258451383,22.50439643621305
85716547,1,d53cabe3,5e6a3159,2026-05-23 19:05:05.637244,392.57766428831934,41.25726278226084
d29eb5a0,1,5b037f38,a9b0059e,2026-05-23 19:05:05.637272,79.29149053850253,42.89068259138969
461da752,1,b064749a,dc8f6fd7,2026-05-23 19:05:05.637301,97.09769956258042,8.154130019011996
461da752,2,1ec31fb7,1b864e2e,2026-05-23 19:05:05.637324,63.88548819194231,35.626768007927
50e98cbd,1,004d4636,33e748b3,2026-05-23 19:05:05.637352,27.010065477898184,10.596659076229711
7ae98908,1,6da265a9,110c0782,2026-05-23 19:05:05.637381,372.7686872918805,8.15843441881005
785ec925,1,804a783b,99c13bee,2026-05-23 19:05:05.637415,322.10117061309865,47.61303666232382
5d2f0a76,1,eed96f09,fb7e1c47,2026-05-23 19:05:05.637444,386.8020927942049,24.722296976604454
ddbd513a,1,e2d8fb6a,16597aea,2026-05-23 19:05:05.637472,116.09562399224629,8.989287822235518
225e800e,1,b15e075c,249a652c,2026-05-23 19:05:05.637501,82.76441616124146,14.856016930801712
4bf2ac1b,1,a1ff7480,aa58e7b1,2026-05-23 19:05:05.637529,350.3911987022894,19.488115520617193
0a650b06,1,98b1abf5,16597aea,2026-05-23 19:05:05.637557,266.58225532493293,47.696358920095726
0a650b06,2,df410c8f,b40b18bf,2026-05-23 19:05:05.637580,337.5405084399448,47.5165936659106
630789dc,1,051f76c2,97b111d7,2026-05-23 19:05:05.637608,171.24457086393986,30.15232654470555
e9c5ba72,1,ffa0fe42,2e90d858,2026-05-23 19:05:05.637637,444.2103120856851,24.201325342109772
d467f54b,1,b80eb1a1,7ed1bfe7,2026-05-23 19:05:05.637665,485.8732535156657,42.0940977414325
163a72c7,1,ea4a85f7,33e748b3,2026-05-23 19:05:05.637693,408.93883052045305,46.93328511016213
5637c4d6,1,0db1a5ea,ea1be9b6,2026-05-23 19:05:05.637721,483.3514043451071,49.33071811771249
10ce794a,1,b70e06f1,bf313c0e,2026-05-23 19:05:05.637749,258.35204043889166,24.591511984453565
3bbe01fc,1,63d73ef7,b4998c55,2026-05-23 19:05:05.637793,404.5607304282917,44.86109084697258
ccb2eddc,1,ec774cd8,62cdfa79,2026-05-23 19:05:05.637821,159.17260009468833,14.99236781785711
ce252eac,1,173de56d,67491841,2026-05-23 19:05:05.637849,139.83750759168365,8.035027167976727
ce252eac,2,d554f362,bd830d4e,2026-05-23 19:05:05.637872,165.44789926931665,14.959886568247281
ce252eac,3,0b7ac9e0,3b78784c,2026-05-23 19:05:05.637894,346.0454348740868,26.6635703642086
6069e541,1,d218870d,07a21a6e,2026-05-23 19:05:05.637923,448.84138909755643,13.574882405737359
6069e541,2,385cae5b,a9b0059e,2026-05-23 19:05:05.637945,439.8216592237234,18.88832471318561
1990de14,1,200524a6,5e6a3159,2026-05-23 19:05:05.637974,456.81750245469186,5.408396759145638
a06a0c03,1,af286d24,63b5cfb8,2026-05-23 19:05:05.638010,260.74259549293544,31.951555070497363
fb2be872,1,0b5b7698,ac8fa3d8,2026-05-23 19:05:05.638042,151.42836550671262,33.063248728303954
229a4fc3,1,baf95375,bf313c0e,2026-05-23 19:05:05.638070,222.88391406157254,20.90065366423965
85ecadbe,1,07d31f08,2b1a9a37,2026-05-23 19:05:05.638099,382.41468322843895,23.274737884514128
85ecadbe,2,42220161,1b864e2e,2026-05-23 19:05:05.638122,119.84340677840348,32.57681846499877
184ba3c9,1,3c194590,9b360271,2026-05-23 19:05:05.638151,61.53409827093416,15.87638011088489
38141b48,1,2ebafd7d,1b864e2e,2026-05-23 19:05:05.638179,433.62600607132237,17.156672316947464
cadf3b7b,1,d1c6bef6,5e6a3159,2026-05-23 19:05:05.638208,30.22125799850576,38.42061602950257
2c6cd84b,1,1b9d7f55,07a21a6e,2026-05-23 19:05:05.638236,389.0311578333215,38.86753965997197
cdea5899,1,4c8b7456,63b5cfb8,2026-05-23 19:05:05.638265,484.21431936094035,6.071817881033087
cdea5899,2,89f60b65,b40b18bf,2026-05-23 19:05:05.638288,149.7367704043019,38.29462024310935
e75fc2cf,1,0d4f14be,bd830d4e,2026-05-23 19:05:05.638315,162.51394670465143,17.336324125050844
e75fc2cf,2,4c8b7456,b4998c55,2026-05-23 19:05:05.638338,465.5284949999399,16.439234701374424
2e242fd1,1,e0e01f58,ce20adb3,2026-05-23 19:05:05.638367,374.210250528978,24.795143217851884
2e242fd1,2,8892d1d2,99c13bee,2026-05-23 19:05:05.638389,71.41828717199226,10.357534604893432
a5c216c6,1,0481a318,95784c07,2026-05-23 19:05:05.638417,342.5132873521928,10.70277808215603
c0e1c035,1,30fb7ca7,67491841,2026-05-23 19:05:05.638446,90.60514467049394,23.18371699825685
f026b749,1,0010c2fe,da9dd43e,2026-05-23 19:05:05.638474,90.53498427122634,49.81227684461351
51c2092e,1,d96a25fc,9ea3a409,2026-05-23 19:05:05.638503,318.62224523861755,7.6856921457030305
19e91f98,1,e49271b4,45460435,2026-05-23 19:05:05.638530,269.5558225085321,22.58909190621496
99df00dc,1,91fb2ced,894b8626,2026-05-23 19:05:05.638558,332.4683822543466,48.44081409886119
dd4488a7,1,55038fe2,c739947b,2026-05-23 19:05:05.638587,31.88770300746823,25.405791344680882
466c5aaa,1,da6e8a9b,fb7e1c47,2026-05-23 19:05:05.638615,32.36659425648617,45.9090254872265
da773d49,1,f8eb5b7f,95784c07,2026-05-23 19:05:05.638643,63.71403977136134,22.172598740827215
